Codice,Versione Sigma,Warning,Disciplina,Nome,Link
REG5858,Vecchio,,200m,200 metri UOMINI,https://www.fidal.it/risultati/2014/REG5858/Gara004.htm
REG5858,Vecchio,,800m,800 metri UOMINI,https://www.fidal.it/risultati/2014/REG5858/Gara008.htm
REG5858,Vecchio,,60 Hs h91,60 Hs H 91-9.14 ALLIEVI,https://www.fidal.it/risultati/2014/REG5858/Gara018.htm
REG5858,Vecchio,,60 Hs h100,60 Hs H 100 JUNIORES UOMINI,https://www.fidal.it/risultati/2014/REG5858/Gara019.htm
REG5858,Vecchio,,200m,200 metri DONNE,https://www.fidal.it/risultati/2014/REG5858/Gara104.htm
REG5858,Vecchio,,800m,800 metri DONNE,https://www.fidal.it/risultati/2014/REG5858/Gara108.htm
REG5858,Vecchio,,60 Hs h76,60 Hs H 76-8.50 ALLIEVE,https://www.fidal.it/risultati/2014/REG5858/Gara119.htm
REG5858,Vecchio,,60 Hs h84,60 Hs H 84-8.50 DONNE,https://www.fidal.it/risultati/2014/REG5858/Gara120.htm
REG5858,Vecchio,,200m,200 metri UOMINI,https://www.fidal.it/risultati/2014/REG5858/Gara004.htm
REG5858,Vecchio,,800m,800 metri UOMINI,https://www.fidal.it/risultati/2014/REG5858/Gara008.htm
REG5858,Vecchio,,60 Hs h91,60 Hs H 91-9.14 ALLIEVI,https://www.fidal.it/risultati/2014/REG5858/Gara018.htm
REG5858,Vecchio,,60 Hs h100,60 Hs H 100 JUNIORES UOMINI,https://www.fidal.it/risultati/2014/REG5858/Gara019.htm
REG5858,Vecchio,,200m,200 metri DONNE,https://www.fidal.it/risultati/2014/REG5858/Gara104.htm
REG5858,Vecchio,,800m,800 metri DONNE,https://www.fidal.it/risultati/2014/REG5858/Gara108.htm
REG5858,Vecchio,,60 Hs h76,60 Hs H 76-8.50 ALLIEVE,https://www.fidal.it/risultati/2014/REG5858/Gara119.htm
REG5858,Vecchio,,60 Hs h84,60 Hs H 84-8.50 DONNE,https://www.fidal.it/risultati/2014/REG5858/Gara120.htm
REG5860,Vecchio,,60m,60 piani UOMINI,https://www.fidal.it/risultati/2014/REG5860/Gara001.htm
REG5860,Vecchio,,400m,400 metri UOMINI,https://www.fidal.it/risultati/2014/REG5860/Gara006.htm
